sybil_score,id,created_on,modified_on,subscription_id,tx_id,success,tx_cleared,normalized_data,split_tx_confirmed,split_tx_id,tx_override,match,originated_address,validator_comment,validator_passed,profile_for_clr_id
-3,33673,2020-09-15T01:50:34.258-06:00,2020-09-15T22:15:58.569-06:00,32717,0x65afa489c8e2bbae434a3d135f23d6b47fc7851b46a6b30c8c9959ffac74807d,true,true,"{""id"": 1093, ""url"": ""/grants/1093/snapshot"", ""logo"": ""https://c.gitcoin.co/grants/e7740b489f7ea8ed8280e21f3dc41dcf/flash.png"", ""title"": ""Snapshot"", ""tx_id"": ""0x65afa489c8e2bbae434a3d135f23d6b47fc7851b46a6b30c8c9959ffac74807d"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x8C28Cf33d9Fd3D0293f963b1cd27e3FF422B425c"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 2000.0, ""amount_per_period_usdt"": 1900.0, ""amount_per_period_to_gitcoin"": 100.0, ""amount_per_period_minus_gas_price"": 1900.0}",true,0x4193fe7940b8d6c02c8c92bd95ae7d08b1c20e09079023ce68c4b467da193715,false,true,0xf67f2b39652019c9a00d54540480ebb0fae593f2,Transfer Amount is off by 0.0 / -100.0,true,23645
-2,33674,2020-09-15T01:59:21.116-06:00,2020-09-15T22:15:58.533-06:00,32718,0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43,true,true,"{""id"": 40, ""url"": ""/grants/40/ethhub-ethereum-information-hub"", ""logo"": ""https://c.gitcoin.co/grants/6a9cbafc0b7f04c854426a05e0d75c0b/medium-cover.png"", ""title"": ""EthHub - Ethereum Information Hub"", ""tx_id"": ""0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0xA19FCDaD77C1F0fd184689aca88BabCF68010347"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 500.0, ""amount_per_period_usdt"": 475.0, ""amount_per_period_to_gitcoin"": 25.0, ""amount_per_period_minus_gas_price"": 475.0}",true,0xaf46dd32839c48cf3cef87edea7983973035fcd85ded883d5c0bab563072f2e3,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -25.0,true,73877
-2,33675,2020-09-15T01:59:21.121-06:00,2020-09-15T22:15:58.497-06:00,32719,0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43,true,true,"{""id"": 238, ""url"": ""/grants/238/bankless"", ""logo"": ""https://c.gitcoin.co/grants/49ba611176763b545c9dbf2fb75c7995/gitcoin-bankless.png"", ""title"": ""Bankless"", ""tx_id"": ""0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0xfDaaE0c5a7A56C8265b9f86cF8cd934A494E3733"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 500.0, ""amount_per_period_usdt"": 475.0, ""amount_per_period_to_gitcoin"": 25.0, ""amount_per_period_minus_gas_price"": 475.0}",true,0xaf46dd32839c48cf3cef87edea7983973035fcd85ded883d5c0bab563072f2e3,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -25.0,true,73877
-2,33676,2020-09-15T01:59:21.145-06:00,2020-09-15T22:15:58.457-06:00,32720,0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43,true,true,"{""id"": 567, ""url"": ""/grants/567/the-defiant"", ""logo"": ""https://c.gitcoin.co/grants/3b8522d3f3a2a23c9c566ae9d97925a5/The_Defiant.png"", ""title"": ""The Defiant"", ""tx_id"": ""0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x8Df168A41C3a3c6BE0e9208D5027EA80f2C5ba25"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 500.0, ""amount_per_period_usdt"": 475.0, ""amount_per_period_to_gitcoin"": 25.0, ""amount_per_period_minus_gas_price"": 475.0}",true,0xaf46dd32839c48cf3cef87edea7983973035fcd85ded883d5c0bab563072f2e3,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -25.0,true,73877
-2,33677,2020-09-15T01:59:21.166-06:00,2020-09-15T22:15:58.417-06:00,32721,0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43,true,true,"{""id"": 139, ""url"": ""/grants/139/defiprimecom"", ""logo"": ""https://c.gitcoin.co/grants/4d25e093b922eba34324d98b2a0713e1/Facebook_post.png"", ""title"": ""defiprime.com"", ""tx_id"": ""0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0xEbDb626C95a25f4e304336b1adcAd0521a1Bdca1"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 500.0, ""amount_per_period_usdt"": 475.0, ""amount_per_period_to_gitcoin"": 25.0, ""amount_per_period_minus_gas_price"": 475.0}",true,0xaf46dd32839c48cf3cef87edea7983973035fcd85ded883d5c0bab563072f2e3,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -25.0,true,73877
-2,33678,2020-09-15T01:59:21.190-06:00,2020-09-15T22:15:58.376-06:00,32722,0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43,true,true,"{""id"": 222, ""url"": ""/grants/222/tenderly"", ""logo"": ""https://c.gitcoin.co/grants/cb44ca1f5d52abb5acc8a50819f634c2/GitCoin_Preview.png"", ""title"": ""Tenderly"", ""tx_id"": ""0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x20a5814b73Ef3537c6E099a0d45C798F4BD6e1D6"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 500.0, ""amount_per_period_usdt"": 475.0, ""amount_per_period_to_gitcoin"": 25.0, ""amount_per_period_minus_gas_price"": 475.0}",true,0xaf46dd32839c48cf3cef87edea7983973035fcd85ded883d5c0bab563072f2e3,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -25.0,true,73877
-2,33679,2020-09-15T01:59:21.204-06:00,2020-09-15T22:15:58.337-06:00,32723,0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43,true,true,"{""id"": 296, ""url"": ""/grants/296/defi-saver"", ""logo"": ""https://c.gitcoin.co/grants/30425eec45878485d057308c14ae620c/Bilo_nekad_2.png"", ""title"": ""DeFi Saver"", ""tx_id"": ""0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x322d58b9E75a6918f7e7849AEe0fF09369977e08"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 500.0, ""amount_per_period_usdt"": 475.0, ""amount_per_period_to_gitcoin"": 25.0, ""amount_per_period_minus_gas_price"": 475.0}",true,0xaf46dd32839c48cf3cef87edea7983973035fcd85ded883d5c0bab563072f2e3,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -25.0,true,73877
-2,33680,2020-09-15T01:59:21.238-06:00,2020-09-15T22:15:58.299-06:00,32724,0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43,true,true,"{""id"": 500, ""url"": ""/grants/500/defi-dad-defi-tutorials-on-youtube-and-twitter"", ""logo"": ""https://c.gitcoin.co/grants/2432dfa7c5c41c17edcbca6927adccc8/DeFi_Dad_Profile_pic.jpg"", ""title"": ""DeFi Dad DeFi Tutorials on YouTube and Twitter"", ""tx_id"": ""0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x2f71129b240080C638ac8d993BFF52169E3551c3"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 500.0, ""amount_per_period_usdt"": 475.0, ""amount_per_period_to_gitcoin"": 25.0, ""amount_per_period_minus_gas_price"": 475.0}",true,0xaf46dd32839c48cf3cef87edea7983973035fcd85ded883d5c0bab563072f2e3,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -25.0,true,73877
-2,33681,2020-09-15T01:59:21.319-06:00,2020-09-28T15:53:57.258-06:00,32725,0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43,true,true,"{""id"": 86, ""url"": ""/grants/86/gitcoin-grants-round-8-dev-fund"", ""logo"": ""https://c.gitcoin.co/grants/7d0daf025cdcb2af386ef4d04dc62295/1500x500-1.jpg"", ""title"": ""Gitcoin Grants Round 8 + Dev Fund"", ""tx_id"": ""0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x00De4B13153673BCAE2616b67bf822500d325Fc3"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 200.0, ""amount_per_period_usdt"": 0.0, ""amount_per_period_to_gitcoin"": 200.0, ""amount_per_period_minus_gas_price"": 0.0}",true,0xaf46dd32839c48cf3cef87edea7983973035fcd85ded883d5c0bab563072f2e3,false,false,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 200.0 / 0.0,true,2853
-2,33682,2020-09-15T01:59:21.930-06:00,2020-09-15T22:15:58.216-06:00,32726,0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43,true,true,"{""id"": 363, ""url"": ""/grants/363/dune-analytics"", ""logo"": ""https://c.gitcoin.co/grants/282dfa54d7c5ae0702b9f55e8c2d4a62/256x256_Dune_logo_icon.png"", ""title"": ""Dune Analytics"", ""tx_id"": ""0xe92a08109ebb88d03eca89b9878621dfacccdbac24d54e10264670da25f56f43"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x7058decc644317062f90525f4C1489AaF456e6B3"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 500.0, ""amount_per_period_usdt"": 475.0, ""amount_per_period_to_gitcoin"": 25.0, ""amount_per_period_minus_gas_price"": 475.0}",true,0xaf46dd32839c48cf3cef87edea7983973035fcd85ded883d5c0bab563072f2e3,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -25.0,true,73877
-2,33683,2020-09-15T02:07:57.167-06:00,2020-09-15T22:15:58.178-06:00,32727,0x59d67d731b6f8da739c1a259106f294c4edb743ec1359fa168f09f75b7aa1580,true,true,"{""id"": 1093, ""url"": ""/grants/1093/snapshot"", ""logo"": ""https://c.gitcoin.co/grants/e7740b489f7ea8ed8280e21f3dc41dcf/flash.png"", ""title"": ""Snapshot"", ""tx_id"": ""0x59d67d731b6f8da739c1a259106f294c4edb743ec1359fa168f09f75b7aa1580"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x8C28Cf33d9Fd3D0293f963b1cd27e3FF422B425c"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 1000.0, ""amount_per_period_usdt"": 950.0, ""amount_per_period_to_gitcoin"": 50.0, ""amount_per_period_minus_gas_price"": 950.0}",true,0xec80f8e7419fb0704e0b75c04eb6e417a3aac45a5df8f80525fbb6b94edfcd5e,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -50.0,true,73877
-2,33684,2020-09-15T02:07:57.349-06:00,2020-09-15T22:15:58.133-06:00,32728,0x59d67d731b6f8da739c1a259106f294c4edb743ec1359fa168f09f75b7aa1580,true,true,"{""id"": 519, ""url"": ""/grants/519/rdai"", ""logo"": ""https://c.gitcoin.co/grants/05521304f00fd77c889c640fe4e2e0c0/rdailogo.png"", ""title"": ""rDAI"", ""tx_id"": ""0x59d67d731b6f8da739c1a259106f294c4edb743ec1359fa168f09f75b7aa1580"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x5d7d257d97d8a81f51187a77c6dd226fb8424d90"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 1000.0, ""amount_per_period_usdt"": 950.0, ""amount_per_period_to_gitcoin"": 50.0, ""amount_per_period_minus_gas_price"": 950.0}",true,0xec80f8e7419fb0704e0b75c04eb6e417a3aac45a5df8f80525fbb6b94edfcd5e,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -50.0,true,73877
-2,33685,2020-09-15T02:07:57.351-06:00,2020-09-15T22:15:58.095-06:00,32729,0x59d67d731b6f8da739c1a259106f294c4edb743ec1359fa168f09f75b7aa1580,true,true,"{""id"": 610, ""url"": ""/grants/610/paraswapio-the-fastest-liquidity-aggregator"", ""logo"": ""https://c.gitcoin.co/grants/d54ae481df9966f10fe3d67d1151446e/800x800_icon_on_top.png"", ""title"": ""ParaSwap.io - The fastest liquidity aggregator"", ""tx_id"": ""0x59d67d731b6f8da739c1a259106f294c4edb743ec1359fa168f09f75b7aa1580"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0xac2A01c551401340E403Dca79Fb8b3e3F8D6D94A"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 1000.0, ""amount_per_period_usdt"": 950.0, ""amount_per_period_to_gitcoin"": 50.0, ""amount_per_period_minus_gas_price"": 950.0}",true,0xec80f8e7419fb0704e0b75c04eb6e417a3aac45a5df8f80525fbb6b94edfcd5e,false,true,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 0.0 / -50.0,true,73877
-2,33686,2020-09-15T02:07:57.363-06:00,2020-09-28T15:53:57.314-06:00,32730,0x59d67d731b6f8da739c1a259106f294c4edb743ec1359fa168f09f75b7aa1580,true,true,"{""id"": 86, ""url"": ""/grants/86/gitcoin-grants-round-8-dev-fund"", ""logo"": ""https://c.gitcoin.co/grants/7d0daf025cdcb2af386ef4d04dc62295/1500x500-1.jpg"", ""title"": ""Gitcoin Grants Round 8 + Dev Fund"", ""tx_id"": ""0x59d67d731b6f8da739c1a259106f294c4edb743ec1359fa168f09f75b7aa1580"", ""frequency"": 30, ""created_on"": ""2020-09-15"", ""token_symbol"": ""DAI"", ""admin_address"": ""0x00De4B13153673BCAE2616b67bf822500d325Fc3"", ""frequency_unit"": ""rounds"", ""num_tx_approved"": 1, ""amount_per_period"": 150.0, ""amount_per_period_usdt"": 0.0, ""amount_per_period_to_gitcoin"": 150.0, ""amount_per_period_minus_gas_price"": 0.0}",true,0xec80f8e7419fb0704e0b75c04eb6e417a3aac45a5df8f80525fbb6b94edfcd5e,false,false,0x11111254369792b2ca5d084ab5eea397ca8fa48b,Transfer Amount is off by 150.0 / 0.0,true,2853
